Data,Açao,Símbolo,Preço,Volume,Quantidade Total
2019-01-02,AREZZO CO,ARZZ3,55.14,20928210.0,379500
2019-01-03,AREZZO CO,ARZZ3,54.79,12837425.0,234300
2019-01-04,AREZZO CO,ARZZ3,53.65,24353958.0,453900
2019-01-07,AREZZO CO,ARZZ3,52.71,42472496.0,805700
2019-01-08,AREZZO CO,ARZZ3,53.55,17516502.0,327100
2019-01-09,AREZZO CO,ARZZ3,54.74,12141609.0,221800
2019-01-10,AREZZO CO,ARZZ3,54.87,8653764.0,157700
2019-01-11,AREZZO CO,ARZZ3,53.65,17126399.0,319200
2019-01-14,AREZZO CO,ARZZ3,51.46,41594830.0,808200
2019-01-15,AREZZO CO,ARZZ3,51.95,16962116.0,326500
2019-01-16,AREZZO CO,ARZZ3,51.6,18737774.0,363100
2019-01-17,AREZZO CO,ARZZ3,51.2,19760253.0,385900
2019-01-18,AREZZO CO,ARZZ3,51.0,32496270.0,637100
2019-01-21,AREZZO CO,ARZZ3,51.14,7031954.0,137500
2019-01-22,AREZZO CO,ARZZ3,51.02,34763159.0,681300
2019-01-23,AREZZO CO,ARZZ3,51.7,19224334.0,371800
2019-01-24,AREZZO CO,ARZZ3,51.94,18416040.0,354500
2019-01-28,AREZZO CO,ARZZ3,51.59,16597200.0,321700
2019-01-29,AREZZO CO,ARZZ3,53.03,37731432.0,711400
2019-01-30,AREZZO CO,ARZZ3,54.47,47899187.0,879300
2019-01-31,AREZZO CO,ARZZ3,54.97,20628352.0,375200
2019-02-01,AREZZO CO,ARZZ3,55.16,21330537.0,386700
2019-02-04,AREZZO CO,ARZZ3,55.41,17439690.0,314700
2019-02-05,AREZZO CO,ARZZ3,55.1,17473019.0,317100
2019-02-06,AREZZO CO,ARZZ3,53.15,15937040.0,299800
2019-02-07,AREZZO CO,ARZZ3,51.7,19584196.0,378800
2019-02-08,AREZZO CO,ARZZ3,52.11,13769140.0,264200
2019-02-11,AREZZO CO,ARZZ3,51.56,14988577.0,290700
2019-02-12,AREZZO CO,ARZZ3,51.5,20258004.0,393300
2019-02-13,AREZZO CO,ARZZ3,51.51,13305045.0,258300
2019-02-14,AREZZO CO,ARZZ3,51.51,32725175.0,635200
2019-02-15,AREZZO CO,ARZZ3,52.17,16652990.0,319200
