Data,Açao,Símbolo,Preço,Volume,Quantidade Total
2019-01-02,LINX,LINX3,33.86,21077917.0,622400
2019-01-03,LINX,LINX3,34.65,34151482.0,985600
2019-01-04,LINX,LINX3,34.31,15416527.0,449300
2019-01-07,LINX,LINX3,33.11,43269710.0,1306800
2019-01-08,LINX,LINX3,31.56,48158680.0,1525900
2019-01-09,LINX,LINX3,32.21,33462418.0,1038700
2019-01-10,LINX,LINX3,31.52,38504021.0,1221300
2019-01-11,LINX,LINX3,30.26,40316042.0,1332300
2019-01-14,LINX,LINX3,29.44,38571054.0,1309900
2019-01-15,LINX,LINX3,29.88,57866474.0,1936200
2019-01-16,LINX,LINX3,31.14,36287924.0,1165000
2019-01-17,LINX,LINX3,30.69,21161762.0,689400
2019-01-18,LINX,LINX3,29.77,34405353.0,1155400
2019-01-21,LINX,LINX3,29.57,20653515.0,698400
2019-01-22,LINX,LINX3,29.27,23332006.0,797100
2019-01-23,LINX,LINX3,30.0,40296687.0,1343200
2019-01-24,LINX,LINX3,30.96,25511366.0,823900
2019-01-28,LINX,LINX3,30.3,31064204.0,1025200
2019-01-29,LINX,LINX3,29.24,47115348.0,1610800
2019-01-30,LINX,LINX3,29.23,30755144.0,1051900
2019-01-31,LINX,LINX3,29.84,34280138.0,1148500
2019-02-01,LINX,LINX3,29.86,28959521.0,969600
2019-02-04,LINX,LINX3,29.93,75126096.0,2509500
2019-02-05,LINX,LINX3,30.49,29018015.0,951700
2019-02-06,LINX,LINX3,30.84,30447536.0,987200
2019-02-07,LINX,LINX3,29.72,28342532.0,953600
2019-02-08,LINX,LINX3,28.93,29862782.0,1032100
2019-02-11,LINX,LINX3,28.96,19123259.0,660300
2019-02-12,LINX,LINX3,28.37,26431739.0,931500
2019-02-13,LINX,LINX3,28.32,24366618.0,860100
2019-02-14,LINX,LINX3,28.59,24602852.0,860400
2019-02-15,LINX,LINX3,28.96,13951530.0,481700
2019-02-18,LINX,LINX3,28.91,15220453.0,526400
2019-02-19,LINX,LINX3,28.39,27551603.0,970300
2019-02-20,LINX,LINX3,27.57,50818140.0,1842700
2019-02-21,LINX,LINX3,26.47,63753177.0,2407900
2019-02-22,LINX,LINX3,26.42,67710095.0,2562600
2019-02-25,LINX,LINX3,27.04,28656494.0,1059700
2019-02-26,LINX,LINX3,27.91,23899291.0,856000
2019-02-27,LINX,LINX3,28.01,29387437.0,1048900
2019-02-28,LINX,LINX3,28.35,18397200.0,648800
2019-03-01,LINX,LINX3,28.63,32690846.0,1141600
2019-03-06,LINX,LINX3,28.25,18732055.0,662900
2019-03-07,LINX,LINX3,28.7,27474962.0,957300
2019-03-08,LINX,LINX3,29.62,26956498.0,910000
2019-03-11,LINX,LINX3,29.36,28394644.0,967000
2019-03-12,LINX,LINX3,28.92,24328398.0,841200
2019-03-13,LINX,LINX3,28.47,21171801.0,743600
2019-03-14,LINX,LINX3,28.13,55104686.0,1958800
2019-03-15,LINX,LINX3,28.4,17912814.0,630600
2019-03-18,LINX,LINX3,28.55,16412211.0,574800
2019-03-19,LINX,LINX3,29.76,73813774.0,2480100
2019-03-20,LINX,LINX3,31.25,108242597.0,3463600
2019-03-21,LINX,LINX3,31.48,51428943.0,1633500
2019-03-22,LINX,LINX3,31.99,47593998.0,1487400
2019-03-25,LINX,LINX3,33.22,64310787.0,1935800
2019-03-26,LINX,LINX3,35.64,192486273.0,5400600
2019-03-27,LINX,LINX3,35.57,107415506.0,3019500
2019-03-28,LINX,LINX3,35.11,72494852.0,2064600
2019-03-29,LINX,LINX3,37.06,80297260.0,2166100
2019-04-01,LINX,LINX3,36.21,56828307.0,1569300
2019-04-02,LINX,LINX3,36.17,37774355.0,1044100
2019-04-03,LINX,LINX3,35.99,38325558.0,1064700
2019-04-04,LINX,LINX3,38.32,85058938.0,2219300
2019-04-05,LINX,LINX3,38.41,129357417.0,3367200
2019-04-08,LINX,LINX3,38.83,80002831.0,2060200
2019-04-09,LINX,LINX3,37.39,55136863.0,1474400
2019-04-10,LINX,LINX3,37.62,49207788.0,1307800
2019-04-11,LINX,LINX3,36.84,48791353.0,1324400
2019-04-12,LINX,LINX3,38.0,95390352.0,2509900
2019-04-15,LINX,LINX3,37.15,28742661.0,773600
2019-04-16,LINX,LINX3,36.55,35570576.0,973100
2019-04-17,LINX,LINX3,35.64,37964713.0,1065100
2019-04-18,LINX,LINX3,30.65,266463035.0,8692900
2019-04-22,LINX,LINX3,30.97,48957408.0,1580800
