Data,Açao,Símbolo,Preço,Volume,Quantidade Total
2020-01-02,BRF SA,BRFS3,35.8,114929389.0,3210200
2020-01-03,BRF SA,BRFS3,35.84,165339158.0,4612100
2020-01-06,BRF SA,BRFS3,35.61,133416323.0,3745800
2020-01-07,BRF SA,BRFS3,35.35,133219939.0,3768300
2020-01-08,BRF SA,BRFS3,36.15,249624847.0,6904200
2020-01-09,BRF SA,BRFS3,36.88,190436180.0,5162500
2020-01-10,BRF SA,BRFS3,36.58,175767476.0,4803800
2020-01-13,BRF SA,BRFS3,36.61,142984298.0,3905500
2020-01-14,BRF SA,BRFS3,36.49,122250281.0,3349500
2020-01-15,BRF SA,BRFS3,36.43,126947311.0,3484500
2020-01-16,BRF SA,BRFS3,35.95,172425371.0,4795000
2020-01-17,BRF SA,BRFS3,35.83,115996608.0,3237200
2020-01-20,BRF SA,BRFS3,35.93,61105471.0,1700300
2020-01-21,BRF SA,BRFS3,35.84,198498736.0,5538400
2020-01-22,BRF SA,BRFS3,35.14,165969283.0,4721800
2020-01-23,BRF SA,BRFS3,34.8,171695036.0,4933600
2020-01-24,BRF SA,BRFS3,34.06,239712518.0,7036300
2020-01-27,BRF SA,BRFS3,32.02,350300986.0,10937300
2020-01-28,BRF SA,BRFS3,31.62,380539323.0,12034600
2020-01-29,BRF SA,BRFS3,31.09,234793384.0,7550800
2020-01-30,BRF SA,BRFS3,30.32,305348302.0,10067800
2020-01-31,BRF SA,BRFS3,30.55,238900883.0,7817500
2020-02-03,BRF SA,BRFS3,31.78,310057574.0,9756300
2020-02-04,BRF SA,BRFS3,32.32,226459306.0,7005400
2020-02-05,BRF SA,BRFS3,32.26,157629044.0,4885400
2020-02-06,BRF SA,BRFS3,32.12,157102889.0,4890100
2020-02-07,BRF SA,BRFS3,31.41,158387610.0,5041700
2020-02-10,BRF SA,BRFS3,30.88,223395033.0,7233400
2020-02-11,BRF SA,BRFS3,30.98,157691091.0,5088500
2020-02-12,BRF SA,BRFS3,31.39,218610873.0,6964300
2020-02-13,BRF SA,BRFS3,31.07,117555563.0,3783000
2020-02-14,BRF SA,BRFS3,30.93,116243574.0,3757600
2020-02-17,BRF SA,BRFS3,31.14,85941190.0,2759000
2020-02-18,BRF SA,BRFS3,30.68,101754389.0,3316000
2020-02-19,BRF SA,BRFS3,30.91,146891788.0,4750800
2020-02-20,BRF SA,BRFS3,30.72,123290559.0,4012300
2020-02-21,BRF SA,BRFS3,30.36,110021156.0,3623600
2020-02-26,BRF SA,BRFS3,28.62,289993465.0,10131200
2020-02-27,BRF SA,BRFS3,28.15,267292015.0,9493100
2020-02-28,BRF SA,BRFS3,26.61,238366433.0,8956400
2020-03-02,BRF SA,BRFS3,27.73,187629082.0,6765100
2020-03-03,BRF SA,BRFS3,27.05,471667561.0,17432700
2020-03-04,BRF SA,BRFS3,26.51,258148846.0,9734400
2020-03-05,BRF SA,BRFS3,25.76,130215199.0,5053800
2020-03-06,BRF SA,BRFS3,23.68,322294517.0,13609400
2020-03-09,BRF SA,BRFS3,20.49,323498301.0,15783900
2020-03-10,BRF SA,BRFS3,20.47,369535146.0,18052300
2020-03-11,BRF SA,BRFS3,18.96,225907235.0,11909900
2020-03-12,BRF SA,BRFS3,14.94,183079314.0,12247500
2020-03-13,BRF SA,BRFS3,16.24,264731259.0,16298900
2020-03-16,BRF SA,BRFS3,13.91,185921349.0,13360600
2020-03-17,BRF SA,BRFS3,14.45,303944864.0,21032500
2020-03-18,BRF SA,BRFS3,12.64,214928868.0,16997200
2020-03-19,BRF SA,BRFS3,13.86,209287890.0,15099900
2020-03-20,BRF SA,BRFS3,14.77,261173578.0,17671300
2020-03-23,BRF SA,BRFS3,13.86,163751536.0,11809100
2020-03-24,BRF SA,BRFS3,15.02,193942122.0,12905300
2020-03-25,BRF SA,BRFS3,15.41,181958433.0,11801200
2020-03-26,BRF SA,BRFS3,16.03,204761400.0,12772800
2020-03-27,BRF SA,BRFS3,14.96,170749532.0,11407300
2020-03-30,BRF SA,BRFS3,14.7,187020405.0,12714300
2020-03-31,BRF SA,BRFS3,15.0,183166078.0,12209900
2020-04-01,BRF SA,BRFS3,15.17,162411233.0,10701000
2020-04-02,BRF SA,BRFS3,16.14,184807764.0,11444500
2020-04-03,BRF SA,BRFS3,15.42,183714227.0,11909000
2020-04-06,BRF SA,BRFS3,17.04,191357608.0,11229200
2020-04-07,BRF SA,BRFS3,18.25,266543191.0,14604900
2020-04-08,BRF SA,BRFS3,17.32,153485017.0,8858100
2020-04-09,BRF SA,BRFS3,18.23,212407332.0,11649900
2020-04-13,BRF SA,BRFS3,17.64,161564174.0,9155100
2020-04-14,BRF SA,BRFS3,18.58,147151458.0,7917900
2020-04-15,BRF SA,BRFS3,18.97,184957591.0,9746900
2020-04-16,BRF SA,BRFS3,19.22,182668394.0,9501800
2020-04-17,BRF SA,BRFS3,19.09,150109418.0,7862500
2020-04-20,BRF SA,BRFS3,18.78,114535134.0,6097500
2020-04-22,BRF SA,BRFS3,19.45,120402652.0,6188400
2020-04-23,BRF SA,BRFS3,19.69,181721821.0,9224900
2020-04-24,BRF SA,BRFS3,18.33,259164409.0,14137000
2020-04-27,BRF SA,BRFS3,19.93,247506537.0,12417300
2020-04-28,BRF SA,BRFS3,20.45,270591706.0,13226300
2020-04-29,BRF SA,BRFS3,20.36,295852178.0,14526500
2020-04-30,BRF SA,BRFS3,19.53,226630085.0,11599600
2020-05-04,BRF SA,BRFS3,18.48,161504260.0,8738900
2020-05-05,BRF SA,BRFS3,18.79,164186215.0,8736000
2020-05-06,BRF SA,BRFS3,18.27,166755799.0,9124300
2020-05-07,BRF SA,BRFS3,18.73,213213055.0,11378600
2020-05-08,BRF SA,BRFS3,18.44,142789936.0,7741900
2020-05-11,BRF SA,BRFS3,20.84,615186336.0,29507600
2020-05-12,BRF SA,BRFS3,20.78,327658423.0,15767000
2020-05-13,BRF SA,BRFS3,21.85,573982736.0,26261600
2020-05-14,BRF SA,BRFS3,22.6,495955572.0,21940500
2020-05-15,BRF SA,BRFS3,22.62,318226374.0,14067100
2020-01-02,CAMIL,CAML3,9.19,13523423.0,1470100
2020-01-03,CAMIL,CAML3,9.19,12254509.0,1333100
2020-01-06,CAMIL,CAML3,9.12,9045195.0,991500
2020-01-07,CAMIL,CAML3,8.94,10568039.0,1181800
2020-01-08,CAMIL,CAML3,8.86,10720968.0,1209500
2020-01-09,CAMIL,CAML3,8.95,14426102.0,1610600
2020-01-10,CAMIL,CAML3,9.26,30427674.0,3282800
2020-01-13,CAMIL,CAML3,9.35,13313422.0,1422600
2020-01-14,CAMIL,CAML3,9.25,12900379.0,1394400
2020-01-15,CAMIL,CAML3,9.19,9826444.0,1068700
2020-01-16,CAMIL,CAML3,9.12,7250914.0,794200
2020-01-17,CAMIL,CAML3,9.11,7598281.0,833300
2020-01-20,CAMIL,CAML3,9.36,21559957.0,2302600
2020-01-21,CAMIL,CAML3,9.42,14836389.0,1573600
2020-01-22,CAMIL,CAML3,9.5,14550996.0,1530600
2020-01-23,CAMIL,CAML3,9.81,21812576.0,2221800
2020-01-24,CAMIL,CAML3,9.76,14587639.0,1494300
2020-01-27,CAMIL,CAML3,9.43,12243887.0,1297300
2020-01-28,CAMIL,CAML3,9.24,15549868.0,1682200
2020-01-29,CAMIL,CAML3,9.09,14852863.0,1633800
2020-01-30,CAMIL,CAML3,8.93,11006096.0,1231800
2020-01-31,CAMIL,CAML3,8.99,8064708.0,896100
2020-02-03,CAMIL,CAML3,9.33,19888073.0,2129500
2020-02-04,CAMIL,CAML3,9.37,11630973.0,1240200
2020-02-05,CAMIL,CAML3,9.31,14576902.0,1565400
2020-02-06,CAMIL,CAML3,9.14,13389963.0,1463700
2020-02-07,CAMIL,CAML3,8.98,11031165.0,1228000
2020-02-10,CAMIL,CAML3,8.75,11866215.0,1355400
2020-02-11,CAMIL,CAML3,8.97,17009350.0,1894300
2020-02-12,CAMIL,CAML3,9.18,20284663.0,2209600
2020-02-13,CAMIL,CAML3,9.07,7189415.0,792000
2020-02-14,CAMIL,CAML3,9.12,7235232.0,793100
2020-02-17,CAMIL,CAML3,9.09,16873986.0,1854600
2020-02-18,CAMIL,CAML3,9.19,11818825.0,1285700
2020-02-19,CAMIL,CAML3,9.42,14380805.0,1525300
2020-02-20,CAMIL,CAML3,9.35,14197295.0,1518100
2020-02-21,CAMIL,CAML3,9.24,8625374.0,932600
2020-02-26,CAMIL,CAML3,8.86,12300647.0,1387900
2020-02-27,CAMIL,CAML3,8.59,14375861.0,1672900
2020-02-28,CAMIL,CAML3,8.27,17935012.0,2167700
2020-03-02,CAMIL,CAML3,8.86,22419261.0,2527600
2020-03-03,CAMIL,CAML3,9.01,18752008.0,2080200
2020-03-04,CAMIL,CAML3,9.0,13719664.0,1524400
2020-03-05,CAMIL,CAML3,8.92,18180038.0,2036900
2020-03-06,CAMIL,CAML3,8.51,14432321.0,1695200
2020-03-09,CAMIL,CAML3,7.93,13184470.0,1660800
2020-03-10,CAMIL,CAML3,8.02,12311636.0,1533900
2020-03-11,CAMIL,CAML3,7.65,9626150.0,1257200
2020-03-12,CAMIL,CAML3,7.2,17031544.0,2362700
2020-03-13,CAMIL,CAML3,7.29,17798865.0,2439000
2020-03-16,CAMIL,CAML3,6.89,14004030.0,2032200
2020-03-17,CAMIL,CAML3,7.1,12697980.0,1788000
2020-03-18,CAMIL,CAML3,6.92,26072657.0,3765900
2020-03-19,CAMIL,CAML3,7.21,15231086.0,2110600
2020-03-20,CAMIL,CAML3,7.05,21874994.0,3102700
2020-03-23,CAMIL,CAML3,6.76,13973180.0,2064300
2020-03-24,CAMIL,CAML3,7.37,17370547.0,2354800
2020-03-25,CAMIL,CAML3,7.75,15235992.0,1964400
2020-03-26,CAMIL,CAML3,8.14,14841346.0,1823200
2020-03-27,CAMIL,CAML3,7.91,9579418.0,1209600
2020-03-30,CAMIL,CAML3,7.9,8168424.0,1033200
2020-03-31,CAMIL,CAML3,7.8,9557802.0,1224300
2020-04-01,CAMIL,CAML3,7.6,10480746.0,1377500
2020-04-02,CAMIL,CAML3,7.57,10223466.0,1350100
2020-04-03,CAMIL,CAML3,7.4,8021074.0,1082600
2020-04-06,CAMIL,CAML3,7.55,9346367.0,1237600
2020-04-07,CAMIL,CAML3,7.78,13700883.0,1760200
2020-04-08,CAMIL,CAML3,7.83,6765201.0,864000
2020-04-09,CAMIL,CAML3,7.77,7678093.0,987800
2020-04-13,CAMIL,CAML3,7.74,6376481.0,823800
2020-04-14,CAMIL,CAML3,7.91,5752496.0,727100
2020-04-15,CAMIL,CAML3,7.94,7581593.0,954200
2020-04-16,CAMIL,CAML3,8.07,5525901.0,684400
2020-04-17,CAMIL,CAML3,8.11,7610405.0,938100
2020-04-20,CAMIL,CAML3,7.92,9939395.0,1254300
2020-04-22,CAMIL,CAML3,8.23,7861168.0,955100
2020-04-23,CAMIL,CAML3,8.22,8764098.0,1065100
2020-04-24,CAMIL,CAML3,7.96,16895114.0,2120900
2020-04-27,CAMIL,CAML3,8.56,13952390.0,1628700
2020-04-28,CAMIL,CAML3,8.81,12415147.0,1407900
2020-04-29,CAMIL,CAML3,8.76,9052700.0,1033400
2020-04-30,CAMIL,CAML3,8.4,24043288.0,2860500
2020-05-04,CAMIL,CAML3,8.11,18344494.0,2259900
2020-05-05,CAMIL,CAML3,8.3,8296737.0,999300
2020-05-06,CAMIL,CAML3,8.22,5643088.0,686000
2020-05-07,CAMIL,CAML3,8.34,8925747.0,1069500
2020-05-08,CAMIL,CAML3,8.45,8674143.0,1026000
2020-05-11,CAMIL,CAML3,8.52,8694023.0,1019300
2020-05-12,CAMIL,CAML3,8.55,7182469.0,840000
2020-05-13,CAMIL,CAML3,8.76,8931418.0,1018600
2020-05-14,CAMIL,CAML3,8.65,9490135.0,1096800
2020-05-15,CAMIL,CAML3,8.81,10878200.0,1234300
2020-01-02,JBS,JBSS3,26.73,395728428.0,14804300
2020-01-03,JBS,JBSS3,27.22,400489792.0,14712900
2020-01-06,JBS,JBSS3,26.96,336295311.0,12473500
2020-01-07,JBS,JBSS3,27.08,457133334.0,16879500
2020-01-08,JBS,JBSS3,27.92,1452184741.0,51996500
2020-01-09,JBS,JBSS3,28.1,406058398.0,14446500
2020-01-10,JBS,JBSS3,28.23,380228464.0,13468000
2020-01-13,JBS,JBSS3,28.52,282468042.0,9904200
2020-01-14,JBS,JBSS3,28.56,306609951.0,10732000
2020-01-15,JBS,JBSS3,28.75,306480714.0,10658400
2020-01-16,JBS,JBSS3,28.66,286759468.0,10002900
2020-01-17,JBS,JBSS3,29.46,460048078.0,15615800
2020-01-20,JBS,JBSS3,29.63,209934369.0,7083600
2020-01-21,JBS,JBSS3,30.32,509603477.0,16805100
2020-01-22,JBS,JBSS3,29.45,470861574.0,15984400
2020-01-23,JBS,JBSS3,29.55,365678022.0,12373700
2020-01-24,JBS,JBSS3,29.38,181266754.0,6167700
2020-01-27,JBS,JBSS3,27.58,491225995.0,17807000
2020-01-28,JBS,JBSS3,28.18,542133131.0,19234100
2020-01-29,JBS,JBSS3,27.86,356661798.0,12799400
2020-01-30,JBS,JBSS3,26.74,478518982.0,17892400
2020-01-31,JBS,JBSS3,27.26,413181279.0,15156000
2020-02-03,JBS,JBSS3,28.26,408320282.0,14448600
2020-02-04,JBS,JBSS3,27.88,449761540.0,16127000
2020-02-05,JBS,JBSS3,27.39,373083207.0,13617700
2020-02-06,JBS,JBSS3,26.82,356722173.0,13296000
2020-02-07,JBS,JBSS3,25.95,470954687.0,18142700
2020-02-10,JBS,JBSS3,25.4,366715142.0,14436700
2020-02-11,JBS,JBSS3,25.79,266309679.0,10322900
2020-02-12,JBS,JBSS3,25.74,407596109.0,15832900
2020-02-13,JBS,JBSS3,25.77,566893667.0,21995900
2020-02-14,JBS,JBSS3,25.87,256690672.0,9919100
2020-02-17,JBS,JBSS3,26.09,221611111.0,8492100
2020-02-18,JBS,JBSS3,25.62,268763898.0,10486500
2020-02-19,JBS,JBSS3,26.5,365679673.0,13794800
2020-02-20,JBS,JBSS3,25.94,409272927.0,15777500
2020-02-21,JBS,JBSS3,25.74,220510644.0,8565900
2020-02-26,JBS,JBSS3,23.73,489771413.0,20636500
2020-02-27,JBS,JBSS3,23.15,484184838.0,20913500
2020-02-28,JBS,JBSS3,22.01,507759736.0,23063000
2020-03-02,JBS,JBSS3,23.15,467943170.0,20208600
2020-03-03,JBS,JBSS3,23.53,431656655.0,18340000
2020-03-04,JBS,JBSS3,23.15,328944747.0,14206000
2020-03-05,JBS,JBSS3,22.35,394060027.0,17624200
2020-03-06,JBS,JBSS3,20.8,526789230.0,25315300
2020-03-09,JBS,JBSS3,18.61,480703902.0,25817500
2020-03-10,JBS,JBSS3,19.82,445295090.0,22457900
2020-03-11,JBS,JBSS3,18.93,439232260.0,23196400
2020-03-12,JBS,JBSS3,15.27,355050373.0,23247500
2020-03-13,JBS,JBSS3,19.29,741000326.0,38412900
2020-03-16,JBS,JBSS3,17.81,508670434.0,28557000
2020-03-17,JBS,JBSS3,19.39,692167823.0,35686900
2020-03-18,JBS,JBSS3,16.84,612936856.0,36393600
2020-03-19,JBS,JBSS3,18.29,680700299.0,37204800
2020-03-20,JBS,JBSS3,20.03,612509733.0,30572200
2020-03-23,JBS,JBSS3,18.98,480727381.0,25324800
2020-03-24,JBS,JBSS3,21.4,449743280.0,21007400
2020-03-25,JBS,JBSS3,22.17,478551955.0,21584600
2020-03-26,JBS,JBSS3,22.23,692745579.0,31150800
2020-03-27,JBS,JBSS3,21.26,352051547.0,16556100
2020-03-30,JBS,JBSS3,21.49,344879665.0,16041800
2020-03-31,JBS,JBSS3,20.77,448889415.0,21604000
2020-04-01,JBS,JBSS3,21.1,487795249.0,23117000
2020-04-02,JBS,JBSS3,21.28,362003629.0,17005800
2020-04-03,JBS,JBSS3,19.94,406363652.0,20370100
2020-04-06,JBS,JBSS3,21.43,334887791.0,15620700
2020-04-07,JBS,JBSS3,20.95,512446732.0,24449000
2020-04-08,JBS,JBSS3,19.46,458710320.0,23567800
2020-04-09,JBS,JBSS3,19.23,481328340.0,25022800
2020-04-13,JBS,JBSS3,19.6,377835094.0,19273800
2020-04-14,JBS,JBSS3,20.09,290292883.0,14446600
2020-04-15,JBS,JBSS3,20.4,429826347.0,21062400
2020-04-16,JBS,JBSS3,20.6,274866447.0,13342300
2020-04-17,JBS,JBSS3,21.23,292382629.0,13771000
2020-04-20,JBS,JBSS3,21.07,308747128.0,14647600
2020-04-22,JBS,JBSS3,21.72,265529140.0,12222100
2020-04-23,JBS,JBSS3,21.84,373220694.0,17085400
2020-04-24,JBS,JBSS3,21.26,593681489.0,27917100
2020-04-27,JBS,JBSS3,22.75,593124764.0,26060800
2020-04-28,JBS,JBSS3,24.03,644863464.0,26826500
2020-04-29,JBS,JBSS3,23.9,373547104.0,15623300
2020-04-30,JBS,JBSS3,23.7,429805757.0,18128500
2020-05-04,JBS,JBSS3,22.65,338717247.0,14951900
2020-05-05,JBS,JBSS3,22.82,253774068.0,11120600
2020-05-06,JBS,JBSS3,22.99,321821072.0,13992900
2020-05-07,JBS,JBSS3,23.98,607093484.0,25310800
2020-05-08,JBS,JBSS3,23.93,528631289.0,22087400
2020-05-11,JBS,JBSS3,23.56,619623985.0,26291700
2020-05-12,JBS,JBSS3,23.71,527690845.0,22248800
2020-05-13,JBS,JBSS3,25.03,581615388.0,23233700
2020-05-14,JBS,JBSS3,24.67,536308690.0,21735500
2020-05-15,JBS,JBSS3,23.25,641694070.0,27590400
2020-01-02,M.DIASBRANCO,MDIA3,38.78,55985538.0,1443300
2020-01-03,M.DIASBRANCO,MDIA3,39.43,101280390.0,2568000
2020-01-06,M.DIASBRANCO,MDIA3,39.22,73915333.0,1884500
2020-01-07,M.DIASBRANCO,MDIA3,39.0,64296494.0,1648400
2020-01-08,M.DIASBRANCO,MDIA3,39.06,45499966.0,1164600
2020-01-09,M.DIASBRANCO,MDIA3,39.28,58457654.0,1487900
2020-01-10,M.DIASBRANCO,MDIA3,40.03,95953966.0,2396700
2020-01-13,M.DIASBRANCO,MDIA3,39.94,82957031.0,2076600
2020-01-14,M.DIASBRANCO,MDIA3,39.45,73671475.0,1867300
2020-01-15,M.DIASBRANCO,MDIA3,38.86,41081859.0,1057100
2020-01-16,M.DIASBRANCO,MDIA3,38.88,27349230.0,703300
2020-01-17,M.DIASBRANCO,MDIA3,38.84,43961859.0,1131600
2020-01-20,M.DIASBRANCO,MDIA3,37.78,70250927.0,1859400
2020-01-21,M.DIASBRANCO,MDIA3,37.4,68800534.0,1839500
2020-01-22,M.DIASBRANCO,MDIA3,37.51,63164869.0,1683900
2020-01-23,M.DIASBRANCO,MDIA3,38.27,80337126.0,2098700
2020-01-24,M.DIASBRANCO,MDIA3,38.77,86963455.0,2242800
2020-01-27,M.DIASBRANCO,MDIA3,38.68,40639185.0,1050500
2020-01-28,M.DIASBRANCO,MDIA3,39.69,72078812.0,1815900
2020-01-29,M.DIASBRANCO,MDIA3,42.1,122670056.0,2913500
2020-01-30,M.DIASBRANCO,MDIA3,41.52,97685492.0,2352600
2020-01-31,M.DIASBRANCO,MDIA3,40.99,76120171.0,1856600
2020-02-03,M.DIASBRANCO,MDIA3,41.97,43097687.0,1026800
2020-02-04,M.DIASBRANCO,MDIA3,42.34,38375576.0,906200
2020-02-05,M.DIASBRANCO,MDIA3,42.06,50385214.0,1197900
2020-02-06,M.DIASBRANCO,MDIA3,41.97,62903444.0,1498700
