Data,Açao,Símbolo,Preço,Volume,Quantidade Total
2020-01-02,COSAN,CSAN3,71.74,96963699.0,1351500
2020-01-03,COSAN,CSAN3,72.87,144431923.0,1981900
2020-01-06,COSAN,CSAN3,72.84,104336344.0,1432400
2020-01-07,COSAN,CSAN3,73.46,113923009.0,1550700
2020-01-08,COSAN,CSAN3,72.84,112534056.0,1544900
2020-01-09,COSAN,CSAN3,71.95,112327746.0,1561100
2020-01-10,COSAN,CSAN3,72.28,126374973.0,1748200
2020-01-13,COSAN,CSAN3,74.4,112526154.0,1512400
2020-01-14,COSAN,CSAN3,76.07,121396386.0,1595800
2020-01-15,COSAN,CSAN3,76.37,186714949.0,2444800
2020-01-16,COSAN,CSAN3,76.98,76365260.0,992000
2020-01-17,COSAN,CSAN3,77.59,89848180.0,1157900
2020-01-20,COSAN,CSAN3,79.03,83842281.0,1060800
2020-01-21,COSAN,CSAN3,78.95,82414127.0,1043800
2020-01-22,COSAN,CSAN3,79.64,58523516.0,734800
2020-01-23,COSAN,CSAN3,80.53,121755354.0,1511800
2020-01-24,COSAN,CSAN3,80.94,61339754.0,757800
2020-01-27,COSAN,CSAN3,78.81,61813835.0,784300
2020-01-28,COSAN,CSAN3,79.82,80215620.0,1004900
2020-01-29,COSAN,CSAN3,80.09,91198800.0,1138700
2020-01-30,COSAN,CSAN3,79.64,125263686.0,1572700
2020-01-31,COSAN,CSAN3,79.95,144239790.0,1803900
2020-02-03,COSAN,CSAN3,81.93,111463329.0,1360400
2020-02-04,COSAN,CSAN3,82.12,151759631.0,1848000
2020-02-05,COSAN,CSAN3,82.71,150528598.0,1819900
2020-02-06,COSAN,CSAN3,81.89,88242239.0,1077500
2020-02-07,COSAN,CSAN3,79.95,153920749.0,1925200
2020-02-10,COSAN,CSAN3,79.21,194042424.0,2449500
2020-02-11,COSAN,CSAN3,83.29,193525014.0,2323500
2020-02-12,COSAN,CSAN3,84.1,271915982.0,3233100
2020-02-13,COSAN,CSAN3,83.12,183868671.0,2212000
2020-02-14,COSAN,CSAN3,82.54,81926160.0,992500
2020-02-17,COSAN,CSAN3,80.25,199468893.0,2485400
2020-02-18,COSAN,CSAN3,80.57,175544766.0,2178700
2020-02-19,COSAN,CSAN3,80.79,237833218.0,2943600
2020-02-20,COSAN,CSAN3,80.27,94971617.0,1183100
2020-02-21,COSAN,CSAN3,79.16,126754100.0,1601200
2020-02-26,COSAN,CSAN3,75.55,132337053.0,1751500
2020-02-27,COSAN,CSAN3,73.55,193982702.0,2637100
2020-02-28,COSAN,CSAN3,71.9,236834415.0,3293600
2020-03-02,COSAN,CSAN3,74.46,205627799.0,2761400
2020-03-03,COSAN,CSAN3,76.82,217917014.0,2836400
2020-03-04,COSAN,CSAN3,77.26,146686598.0,1898600
2020-03-05,COSAN,CSAN3,73.49,158097752.0,2151100
2020-03-06,COSAN,CSAN3,69.43,195474351.0,2815100
2020-03-09,COSAN,CSAN3,63.73,284259813.0,4460000
2020-03-10,COSAN,CSAN3,65.75,219557321.0,3338900
2020-03-11,COSAN,CSAN3,60.87,154076515.0,2531200
2020-03-12,COSAN,CSAN3,49.49,103430948.0,2089700
2020-03-13,COSAN,CSAN3,52.65,149305301.0,2835800
2020-03-16,COSAN,CSAN3,49.88,174619772.0,3500300
2020-03-17,COSAN,CSAN3,51.53,174871965.0,3393000
2020-03-18,COSAN,CSAN3,46.13,171346486.0,3714000
2020-03-19,COSAN,CSAN3,47.08,133090919.0,2826500
2020-03-20,COSAN,CSAN3,50.39,195012234.0,3869300
2020-03-23,COSAN,CSAN3,49.98,169206431.0,3385200
2020-03-24,COSAN,CSAN3,53.61,167583619.0,3125700
2020-03-25,COSAN,CSAN3,56.0,126835522.0,2264800
2020-03-26,COSAN,CSAN3,60.89,138163068.0,2268700
2020-03-27,COSAN,CSAN3,56.22,184446095.0,3280300
2020-03-30,COSAN,CSAN3,55.95,122072699.0,2181700
2020-03-31,COSAN,CSAN3,55.18,117283488.0,2125300
2020-04-01,COSAN,CSAN3,50.39,104246811.0,2068500
2020-04-02,COSAN,CSAN3,50.57,145160223.0,2870000
2020-04-03,COSAN,CSAN3,48.12,98299174.0,2042500
2020-04-06,COSAN,CSAN3,51.3,113872181.0,2219500
2020-04-07,COSAN,CSAN3,54.02,141990282.0,2628000
2020-04-08,COSAN,CSAN3,53.38,73762879.0,1381600
2020-04-09,COSAN,CSAN3,53.15,66874406.0,1258100
2020-04-13,COSAN,CSAN3,53.85,162962780.0,3026100
2020-04-14,COSAN,CSAN3,54.97,135476744.0,2464500
2020-04-15,COSAN,CSAN3,55.52,229920059.0,4140600
2020-04-16,COSAN,CSAN3,56.49,138247879.0,2447100
2020-04-17,COSAN,CSAN3,54.69,148764327.0,2720100
2020-04-20,COSAN,CSAN3,55.57,197126986.0,3547300
2020-04-22,COSAN,CSAN3,58.47,151589701.0,2592200
2020-04-23,COSAN,CSAN3,59.06,133229854.0,2255800
2020-04-24,COSAN,CSAN3,55.32,125885552.0,2275500
2020-04-27,COSAN,CSAN3,59.1,164592749.0,2784900
2020-04-28,COSAN,CSAN3,61.07,99440573.0,1628100
2020-04-29,COSAN,CSAN3,62.79,109793814.0,1748500
2020-04-30,COSAN,CSAN3,60.93,102213970.0,1677500
2020-05-04,COSAN,CSAN3,59.25,65350547.0,1102800
2020-05-05,COSAN,CSAN3,61.25,74093618.0,1209600
2020-05-06,COSAN,CSAN3,60.8,65352063.0,1074800
2020-05-07,COSAN,CSAN3,59.3,109741615.0,1850600
2020-05-08,COSAN,CSAN3,61.26,115631829.0,1887300
2020-05-11,COSAN,CSAN3,61.81,96864586.0,1567100
2020-05-12,COSAN,CSAN3,61.03,75666173.0,1239800
2020-05-13,COSAN,CSAN3,59.24,104412038.0,1762500
2020-05-14,COSAN,CSAN3,58.09,188565707.0,3245600
2020-05-15,COSAN,CSAN3,58.21,79930550.0,1373000
2020-01-02,PETROBRAS,PETR3,32.52,216655522.0,6660800
2020-01-03,PETROBRAS,PETR3,32.3,657177553.0,20340400
2020-01-06,PETROBRAS,PETR3,32.77,575269428.0,17549700
2020-01-07,PETROBRAS,PETR3,32.61,178740507.0,5480400
2020-01-08,PETROBRAS,PETR3,32.03,321310622.0,10030200
2020-01-09,PETROBRAS,PETR3,32.15,495553219.0,15411600
2020-01-10,PETROBRAS,PETR3,32.16,124398095.0,3867200
2020-01-13,PETROBRAS,PETR3,32.05,213685654.0,6666500
2020-01-14,PETROBRAS,PETR3,31.72,214214909.0,6752000
2020-01-15,PETROBRAS,PETR3,31.27,222478190.0,7113300
2020-01-16,PETROBRAS,PETR3,31.11,207112602.0,6655700
2020-01-17,PETROBRAS,PETR3,31.55,436811845.0,13844600
2020-01-20,PETROBRAS,PETR3,31.97,163736706.0,5121200
2020-01-21,PETROBRAS,PETR3,31.24,240845899.0,7708800
2020-01-22,PETROBRAS,PETR3,31.01,368544095.0,11883700
2020-01-23,PETROBRAS,PETR3,30.93,460490180.0,14887900
2020-01-24,PETROBRAS,PETR3,30.91,745036997.0,24097600
2020-01-27,PETROBRAS,PETR3,30.0,360586820.0,12017100
2020-01-28,PETROBRAS,PETR3,30.6,500744515.0,16360100
2020-01-29,PETROBRAS,PETR3,30.54,444844036.0,14561200
2020-01-30,PETROBRAS,PETR3,30.45,412133141.0,13531800
2020-01-31,PETROBRAS,PETR3,30.28,366453257.0,12101800
2020-02-03,PETROBRAS,PETR3,30.25,266266545.0,8801500
2020-02-04,PETROBRAS,PETR3,30.86,578672270.0,18750100
2020-02-05,PETROBRAS,PETR3,30.74,1019454820.0,33161700
2020-02-06,PETROBRAS,PETR3,31.26,2873696991.0,91900100
2020-02-07,PETROBRAS,PETR3,31.43,1912944007.0,60858300
2020-02-10,PETROBRAS,PETR3,31.42,4318597583.0,137410600
2020-02-11,PETROBRAS,PETR3,31.98,1446111823.0,45207900
2020-02-12,PETROBRAS,PETR3,32.5,1261048562.0,38797800
2020-02-13,PETROBRAS,PETR3,31.99,558132102.0,17443900
2020-02-14,PETROBRAS,PETR3,31.68,429052488.0,13541400
2020-02-17,PETROBRAS,PETR3,31.73,274973936.0,8665500
2020-02-18,PETROBRAS,PETR3,31.57,419888068.0,13297300
2020-02-19,PETROBRAS,PETR3,32.42,378316367.0,11667500
2020-02-20,PETROBRAS,PETR3,31.99,737431378.0,23046400
2020-02-21,PETROBRAS,PETR3,30.87,582556565.0,18867600
2020-02-26,PETROBRAS,PETR3,28.15,1072233069.0,38080200
2020-02-27,PETROBRAS,PETR3,27.17,1090106358.0,40110500
2020-02-28,PETROBRAS,PETR3,26.62,1026120192.0,38536600
2020-03-02,PETROBRAS,PETR3,27.8,745520094.0,26816900
2020-03-03,PETROBRAS,PETR3,27.92,1001827073.0,35873100
2020-03-04,PETROBRAS,PETR3,28.05,725623537.0,25863400
2020-03-05,PETROBRAS,PETR3,27.07,741503041.0,27389300
2020-03-06,PETROBRAS,PETR3,24.38,1386206047.0,56848700
2020-03-09,PETROBRAS,PETR3,17.97,1967611922.0,109454100
2020-03-10,PETROBRAS,PETR3,18.01,1496383554.0,83066000
2020-03-11,PETROBRAS,PETR3,16.75,951960977.0,56828900
2020-03-12,PETROBRAS,PETR3,12.87,661204208.0,51350100
2020-03-13,PETROBRAS,PETR3,14.34,856116414.0,59680500
2020-03-16,PETROBRAS,PETR3,13.69,545127904.0,39799500
2020-03-17,PETROBRAS,PETR3,13.28,708136965.0,53299000
2020-03-18,PETROBRAS,PETR3,11.24,828752737.0,73690700
2020-03-19,PETROBRAS,PETR3,11.81,809697391.0,68539000
2020-03-20,PETROBRAS,PETR3,12.71,495417448.0,38966200
2020-03-23,PETROBRAS,PETR3,11.78,345564603.0,29323500
2020-03-24,PETROBRAS,PETR3,13.21,446322917.0,33763400
2020-03-25,PETROBRAS,PETR3,14.31,572755864.0,40007400
2020-03-26,PETROBRAS,PETR3,14.63,573886153.0,39215400
2020-03-27,PETROBRAS,PETR3,13.27,665893772.0,50173700
2020-03-30,PETROBRAS,PETR3,13.17,626821649.0,47594300
2020-03-31,PETROBRAS,PETR3,14.21,659920581.0,46418700
2020-04-01,PETROBRAS,PETR3,14.02,402970177.0,28742500
2020-04-02,PETROBRAS,PETR3,15.87,906441638.0,57104700
2020-04-03,PETROBRAS,PETR3,15.36,590500601.0,38437600
2020-04-06,PETROBRAS,PETR3,15.85,611562311.0,38566600
2020-04-07,PETROBRAS,PETR3,16.93,582336889.0,34378000
2020-04-08,PETROBRAS,PETR3,17.22,505526226.0,29341000
2020-04-09,PETROBRAS,PETR3,17.63,778264171.0,44119700
2020-04-13,PETROBRAS,PETR3,17.07,413161889.0,24196800
2020-04-14,PETROBRAS,PETR3,17.33,336633883.0,19421300
2020-04-15,PETROBRAS,PETR3,16.52,635204449.0,38442400
2020-04-16,PETROBRAS,PETR3,16.23,358388243.0,22075700
2020-04-17,PETROBRAS,PETR3,16.33,406955981.0,24906500
2020-04-20,PETROBRAS,PETR3,16.51,613815842.0,37175900
2020-04-22,PETROBRAS,PETR3,16.86,333334953.0,19763600
2020-04-23,PETROBRAS,PETR3,17.54,342170712.0,19498900
2020-04-24,PETROBRAS,PETR3,16.19,643053948.0,39716700
2020-04-27,PETROBRAS,PETR3,16.52,420391391.0,25446600
2020-04-28,PETROBRAS,PETR3,17.65,423847427.0,24004700
2020-04-29,PETROBRAS,PETR3,18.88,508797311.0,26938000
2020-04-30,PETROBRAS,PETR3,18.73,434836875.0,23209200
2020-05-04,PETROBRAS,PETR3,18.03,323773457.0,17952300
2020-05-05,PETROBRAS,PETR3,18.88,353752929.0,18728700
2020-05-06,PETROBRAS,PETR3,18.17,361518523.0,19890500
2020-05-07,PETROBRAS,PETR3,18.43,595386094.0,32296200
2020-05-08,PETROBRAS,PETR3,19.27,407867519.0,21161300
2020-05-11,PETROBRAS,PETR3,19.26,444140537.0,23059300
2020-05-12,PETROBRAS,PETR3,19.24,397142568.0,20641000
2020-05-13,PETROBRAS,PETR3,18.28,378976702.0,20723300
2020-05-14,PETROBRAS,PETR3,17.48,580570827.0,33197200
2020-05-15,PETROBRAS,PETR3,18.21,635392472.0,34890800
2020-01-02,PETROBRAS,PETR4,30.57,1154777493.0,37774500
2020-01-03,PETROBRAS,PETR4,30.78,2204408350.0,71595600
2020-01-06,PETROBRAS,PETR4,30.71,2513704170.0,81844000
2020-01-07,PETROBRAS,PETR4,30.65,1006115924.0,32822000
2020-01-08,PETROBRAS,PETR4,30.48,1469849247.0,48215600
2020-01-09,PETROBRAS,PETR4,30.42,1098306380.0,36102700
2020-01-10,PETROBRAS,PETR4,30.31,769809370.0,25397500
2020-01-13,PETROBRAS,PETR4,30.32,930388940.0,30676800
2020-01-14,PETROBRAS,PETR4,29.98,1193480941.0,39796500
2020-01-15,PETROBRAS,PETR4,29.67,1021085805.0,34405700
2020-01-16,PETROBRAS,PETR4,29.48,854981650.0,28997400
2020-01-17,PETROBRAS,PETR4,29.68,1036358681.0,34908000
2020-01-20,PETROBRAS,PETR4,29.97,936421997.0,31241400
2020-01-21,PETROBRAS,PETR4,29.67,848043297.0,28577400
2020-01-22,PETROBRAS,PETR4,29.45,956905020.0,32491500
2020-01-23,PETROBRAS,PETR4,29.36,1578665956.0,53752100
2020-01-24,PETROBRAS,PETR4,29.38,1084122650.0,36898700
2020-01-27,PETROBRAS,PETR4,28.19,1863998544.0,66105300
2020-01-28,PETROBRAS,PETR4,28.82,1362031513.0,47259100
2020-01-29,PETROBRAS,PETR4,28.86,1221095226.0,42297500
2020-01-30,PETROBRAS,PETR4,28.55,1264085445.0,44266800
2020-01-31,PETROBRAS,PETR4,28.48,1579174537.0,55446700
2020-02-03,PETROBRAS,PETR4,28.37,1119626917.0,39452800
2020-02-04,PETROBRAS,PETR4,28.76,1658729084.0,57658400
2020-02-05,PETROBRAS,PETR4,28.74,1954532761.0,67994500
2020-02-06,PETROBRAS,PETR4,28.99,3657205038.0,126114000
2020-02-07,PETROBRAS,PETR4,29.08,1585585036.0,54514600
2020-02-10,PETROBRAS,PETR4,28.92,1311167970.0,45328100
2020-02-11,PETROBRAS,PETR4,29.48,1106170281.0,37518200
2020-02-12,PETROBRAS,PETR4,30.05,1948802524.0,64851000
2020-02-13,PETROBRAS,PETR4,29.81,1647980649.0,55277100
2020-02-14,PETROBRAS,PETR4,29.63,900765942.0,30399900
2020-02-17,PETROBRAS,PETR4,29.47,1140199146.0,38684900
2020-02-18,PETROBRAS,PETR4,29.37,995599312.0,33890900
2020-02-19,PETROBRAS,PETR4,30.19,1334158551.0,44181800
2020-02-20,PETROBRAS,PETR4,30.15,2217255681.0,73522900
2020-02-21,PETROBRAS,PETR4,29.27,1399519406.0,47805100
2020-02-26,PETROBRAS,PETR4,26.7,2382449277.0,89207100
2020-02-27,PETROBRAS,PETR4,25.64,2567056467.0,100112100
2020-02-28,PETROBRAS,PETR4,25.03,2230361951.0,89095300
2020-03-02,PETROBRAS,PETR4,26.2,1875920976.0,71596400
2020-03-03,PETROBRAS,PETR4,26.61,2311434732.0,86855700
2020-03-04,PETROBRAS,PETR4,26.67,1128906036.0,42320500
2020-03-05,PETROBRAS,PETR4,25.84,1801983379.0,69722300
2020-03-06,PETROBRAS,PETR4,23.2,3216798052.0,138597600
2020-03-09,PETROBRAS,PETR4,17.02,4339259441.0,254813800
2020-03-10,PETROBRAS,PETR4,17.39,2966156647.0,170478000
2020-03-11,PETROBRAS,PETR4,16.07,2130023027.0,132482400
2020-03-12,PETROBRAS,PETR4,12.57,1905967832.0,151535900
2020-03-13,PETROBRAS,PETR4,13.92,2435798739.0,174972600
2020-03-16,PETROBRAS,PETR4,13.32,1684154606.0,126432800
2020-03-17,PETROBRAS,PETR4,13.29,1983266212.0,149228500
2020-03-18,PETROBRAS,PETR4,11.41,1854574419.0,162515200
2020-03-19,PETROBRAS,PETR4,11.96,1879160124.0,157065200
2020-03-20,PETROBRAS,PETR4,12.67,1889537741.0,149029900
2020-03-23,PETROBRAS,PETR4,11.61,1243522332.0,107092400
2020-03-24,PETROBRAS,PETR4,12.93,1477574316.0,114259200
2020-03-25,PETROBRAS,PETR4,13.83,2190487130.0,158286200
2020-03-26,PETROBRAS,PETR4,14.52,1897164195.0,130618400
2020-03-27,PETROBRAS,PETR4,13.43,1362146283.0,101405900
2020-03-30,PETROBRAS,PETR4,13.31,1476847064.0,110947200
2020-03-31,PETROBRAS,PETR4,14.03,2191604870.0,156116500
2020-04-01,PETROBRAS,PETR4,14.02,1604825129.0,114455000
2020-04-02,PETROBRAS,PETR4,15.84,3722541681.0,234951200
2020-04-03,PETROBRAS,PETR4,15.41,2203429519.0,142898700
2020-04-06,PETROBRAS,PETR4,15.69,1945647876.0,123934200
2020-04-07,PETROBRAS,PETR4,16.71,2348218622.0,140498900
2020-04-08,PETROBRAS,PETR4,16.95,1969314431.0,116151600
2020-04-09,PETROBRAS,PETR4,17.57,3264204295.0,185771300
2020-04-13,PETROBRAS,PETR4,16.75,1570519635.0,93724000
2020-04-14,PETROBRAS,PETR4,16.96,1544027819.0,91017200
2020-04-15,PETROBRAS,PETR4,16.18,1403879189.0,86749600
2020-04-16,PETROBRAS,PETR4,15.95,1845275874.0,115633300
2020-04-17,PETROBRAS,PETR4,15.82,1847270737.0,116733000
2020-04-20,PETROBRAS,PETR4,15.85,2120673681.0,133739400
2020-04-22,PETROBRAS,PETR4,16.31,1875571900.0,114967100
2020-04-23,PETROBRAS,PETR4,17.1,1620571264.0,94759000
2020-04-24,PETROBRAS,PETR4,15.97,2575586340.0,161188800
2020-04-27,PETROBRAS,PETR4,16.2,1392310834.0,85944900
2020-04-28,PETROBRAS,PETR4,17.01,1559105803.0,91613600
2020-04-29,PETROBRAS,PETR4,18.07,1708354989.0,94528400
2020-04-30,PETROBRAS,PETR4,18.05,1449224977.0,80263900
2020-05-04,PETROBRAS,PETR4,17.38,1047749435.0,60268400
2020-05-05,PETROBRAS,PETR4,18.2,1366237854.0,75043400
2020-05-06,PETROBRAS,PETR4,17.55,1192747690.0,67937500
2020-05-07,PETROBRAS,PETR4,17.6,1430954030.0,81265100
2020-05-08,PETROBRAS,PETR4,18.28,1521911739.0,83232700
2020-05-11,PETROBRAS,PETR4,18.44,1199972646.0,65061500
2020-05-12,PETROBRAS,PETR4,18.47,1326849239.0,71837200
2020-05-13,PETROBRAS,PETR4,17.77,1550341306.0,87222300
2020-05-14,PETROBRAS,PETR4,17.09,2045329017.0,119653200
2020-05-15,PETROBRAS,PETR4,17.7,2368028330.0,133733100
2020-01-02,DURATEX,DTEX3,17.02,45806581.0,2690800
2020-01-03,DURATEX,DTEX3,17.46,32433908.0,1857000
2020-01-06,DURATEX,DTEX3,17.54,29032985.0,1655200
2020-01-07,DURATEX,DTEX3,17.59,33594137.0,1909400
2020-01-08,DURATEX,DTEX3,17.6,32593037.0,1851300
2020-01-09,DURATEX,DTEX3,17.39,32663901.0,1877900
2020-01-10,DURATEX,DTEX3,17.59,49915019.0,2836800
