Data,Açao,Símbolo,Preço,Volume,Quantidade Total
2019-12-18,GRUPO NATURA,NTCO3,37.26,144103191.0,3867300
2019-12-19,GRUPO NATURA,NTCO3,38.62,200077335.0,5179700
2019-12-20,GRUPO NATURA,NTCO3,39.46,259424930.0,6573600
2019-12-23,GRUPO NATURA,NTCO3,39.86,125258896.0,3142300
2019-12-26,GRUPO NATURA,NTCO3,39.44,70139501.0,1778300
2019-12-27,GRUPO NATURA,NTCO3,39.05,121473743.0,3110600
2019-12-30,GRUPO NATURA,NTCO3,38.85,164516288.0,4234000
2019-01-02,HYPERA,HYPE3,31.0,48177379.0,1553900
2019-01-03,HYPERA,HYPE3,31.41,63976569.0,2036700
2019-01-04,HYPERA,HYPE3,31.58,48077676.0,1522100
2019-01-07,HYPERA,HYPE3,31.01,31682770.0,1021600
2019-01-08,HYPERA,HYPE3,31.0,65514830.0,2112800
2019-01-09,HYPERA,HYPE3,30.56,103518864.0,3386400
2019-01-10,HYPERA,HYPE3,30.79,47666383.0,1547700
2019-01-11,HYPERA,HYPE3,32.2,131653353.0,4087500
2019-01-14,HYPERA,HYPE3,33.08,52142837.0,1575800
2019-01-15,HYPERA,HYPE3,32.96,49868226.0,1512800
2019-01-16,HYPERA,HYPE3,32.99,35702887.0,1082100
2019-01-17,HYPERA,HYPE3,32.93,53165539.0,1614300
2019-01-18,HYPERA,HYPE3,33.16,53020026.0,1598700
2019-01-21,HYPERA,HYPE3,32.64,24617720.0,754100
2019-01-22,HYPERA,HYPE3,32.75,44399267.0,1355400
2019-01-23,HYPERA,HYPE3,32.76,42238240.0,1289100
2019-01-24,HYPERA,HYPE3,32.35,55033594.0,1700800
2019-01-28,HYPERA,HYPE3,33.03,42890591.0,1298300
2019-01-29,HYPERA,HYPE3,33.12,44637956.0,1347700
2019-01-30,HYPERA,HYPE3,32.06,85282650.0,2659400
2019-01-31,HYPERA,HYPE3,31.81,70232532.0,2207200
2019-02-01,HYPERA,HYPE3,31.22,80167144.0,2567700
2019-02-04,HYPERA,HYPE3,31.72,67770415.0,2136100
2019-02-05,HYPERA,HYPE3,32.15,53466990.0,1662900
2019-02-06,HYPERA,HYPE3,31.89,106719449.0,3346200
2019-02-07,HYPERA,HYPE3,31.5,42358963.0,1344700
2019-02-08,HYPERA,HYPE3,31.4,50523859.0,1608900
2019-02-11,HYPERA,HYPE3,30.92,67951615.0,2197400
2019-02-12,HYPERA,HYPE3,30.14,86752698.0,2878000
2019-02-13,HYPERA,HYPE3,30.15,91600030.0,3037900
2019-02-14,HYPERA,HYPE3,30.07,43829059.0,1457500
2019-02-15,HYPERA,HYPE3,30.12,112412990.0,3731600
2019-02-18,HYPERA,HYPE3,30.02,43152668.0,1437100
2019-02-19,HYPERA,HYPE3,29.96,45760860.0,1526900
2019-02-20,HYPERA,HYPE3,29.53,62881144.0,2128700
2019-02-21,HYPERA,HYPE3,29.1,67160460.0,2307700
2019-02-22,HYPERA,HYPE3,27.94,168539402.0,6032000
2019-02-25,HYPERA,HYPE3,27.34,109045589.0,3987200
2019-02-26,HYPERA,HYPE3,26.89,113973188.0,4237300
2019-02-27,HYPERA,HYPE3,27.15,97099158.0,3575500
2019-02-28,HYPERA,HYPE3,27.09,85778036.0,3165600
2019-03-01,HYPERA,HYPE3,26.71,64299667.0,2407100
2019-03-06,HYPERA,HYPE3,26.66,61035963.0,2289000
2019-03-07,HYPERA,HYPE3,26.46,96157716.0,3632800
2019-03-08,HYPERA,HYPE3,26.26,51084806.0,1945200
2019-03-11,HYPERA,HYPE3,26.28,58086505.0,2209900
2019-03-12,HYPERA,HYPE3,27.33,88094031.0,3222600
2019-03-13,HYPERA,HYPE3,27.72,103088896.0,3717700
2019-03-14,HYPERA,HYPE3,27.63,98392340.0,3560300
2019-03-15,HYPERA,HYPE3,28.05,121775515.0,4340700
2019-03-18,HYPERA,HYPE3,28.21,48988657.0,1736200
2019-03-19,HYPERA,HYPE3,27.48,148107577.0,5389400
2019-03-20,HYPERA,HYPE3,27.02,89044394.0,3295400
2019-03-21,HYPERA,HYPE3,26.73,48577346.0,1816900
2019-03-22,HYPERA,HYPE3,26.16,79666186.0,3045200
2019-03-25,HYPERA,HYPE3,25.82,49479224.0,1916000
